Customerorder nummer,klantnr,AAR nummer,RR code laden,RR code lossen,Laden van,Laden tot,Lossen van,Lossen tot,Operator,Logistieke service,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,Lospartij,Postcode laden,Land laden,Postcode lossen,Plaats lossen,TIS code lossen,OldName,Collectiedagen,rc_large_scheduled,Uitvoeringsdagen,rc_large_pickup_min,rc_large_pickup_median,rc_large_pickup_q95,rc_large_pickup_max,DropOffTime_min,DropOffTime_median,DropOffTime_max,dropoff_date,order_number,Transporthulpmiddeltype,DropOffTime2,Order_ID,AdresID,lat_laden,lon_laden,laadtijd_t,lostijd_t,RCP_equiv_ordered,RCP_equiv_realised,Pakketten_realised,HBR,ColloData_Klant_Naam,Accountnummer,postal_code__c,house_number__c,total,NMG,ALM,AME,AMS,APE,ARD,BOR,BRE,AL,HER,DEN,DTD,DOR,ELT,GOE,HAL,HEN,HGV,KOL,LEE,NAM,NIE,OEV,OPM,RID,SAS,SNI,STT,SON,TIL,UTR,VEN,VIL,WVN,WZN,WIL,WML,ZWO,MECH,ASN,%WEST,%OOST,%ZUID,%BE,Vulgraad,Pakketten_NMG
C8586285832,10290463,ZB 3806,D1497911,3815KP8D,10:00:00,16:00:00,10:00:00,21:00:00,Zelfbrenger,41,WESTWING HOME & LIVING [DE],AM LILOGRAVEN,11,14979,GROSSBEEREN,DE,DEPOT AMERSFOORT,14979,DE,3815KP,AMERSFOORT,AMF-WT,AME,0,48,0,13.5,13.5,13.5,13.5,138,138,138,{'2022-05-23'},D108858175,{'PWG'},{'2022-05-23 15:30:00+02:00'},C8586285832,14979_AM LILOGRAVEN_11_GROSSBEEREN_DE,52.3586,13.3099,140,160,48,13.5,77,10290463,,,14979,11,18354,0.229050888,0.055846137,0.030184156,0.103574153,0.024136428,0.004413207,0.027514438,0.021303258,0.009425738,0.031328321,0.04859976,0.002887654,0.029748284,0.028985507,0.020867386,0.066525008,0.0361774,0.015473466,0.016345211,0.011823036,0.003922851,0.041298899,0.002015909,0.022828811,0.038847118,0.053121935,0.00621118,0.007845701,0.031709709,0.022120519,0.036667756,0.021957067,0.018796992,0.04184374,0.034869783,0.005230467,0.008935382,0.016617631,,,45.6,27.7,20.7,6,7.38,23
C8784040825,10213527,ZB 7346,D305393,7333NR35D,17:00:00,23:00:00,17:00:00,23:00:00,Zelfbrenger,41,ARVATO eCOMMERCE [HANNOVER] [DE],STOCKHOLMER ALLEE,3,30539,HANNOVER,DE,DEPOT APELDOORN,30539,DE,7333NR,APELDOORN,AP-OAW,APE,0,48,0,28.8,28.8,28.8,28.8,163,163,163,{'2022-05-23'},D108858399,{'LLO'},{'2022-05-23 21:48:00+02:00'},C8784040825,30539_STOCKHOLMER ALLEE_3_HANNOVER_DE,52.3269854,9.8170378,168,168,48,28.8,1472,10213527,,,30539,3,153393,0,0.038958753,0.039604154,0.071737302,0.038769696,5.22E-05,0.033639084,0.030548982,0.011493354,0.032785068,0.039089137,0.000136903,0.032563416,0.038965272,0.026846075,0.048313808,0.037609278,0.026839556,0.030868423,0.024733854,0.000182538,0.048150828,7.17E-05,0.033189259,0.039877961,0.043144081,5.22E-05,0.00016298,0.034708233,0.031781111,0.032537339,0.028919181,0.000149942,0.037928719,0.03759624,0.000156461,9.78E-05,0.027739206,,,39.5,35.2,25.2,0.1,51.1,0
C8341301512,10167572,0068-MG,4815HK4M,3433KE1S,20:30:00,21:00:00,20:30:00,22:30:00,TransportBV,75,MONTAPACKING [BREDA],ZOETE INVAL,4,4815HK,BREDA,NL,SKP NIEUWEGEIN-PELOTONSDOK,4815HK,NL,3433KE,SKP,SKP-NIWG-P,SKP,0,3,0,5,5,5,5,162,162,162,{'2022-05-23'},D108857413,{'RCP'},{'2022-05-23 21:30:00+02:00'},C8341301512,4815HK_ZOETE INVAL_4_BREDA_NL,51.5960401,4.7585303,160,166,3,3,113,10167572,,,4815HK,4,723096,0.01448632,0.032359465,0.03429835,0.030282286,0.034421432,0.023527996,0.027318641,0.02861999,0.009619746,0.032555843,0.02747353,0.022564086,0.030275371,0.030347284,0.024850089,0.0279949,0.028185746,0.030184097,0.02542401,0.026470897,0.004215208,0.035866607,0.019348745,0.031373428,0.028184363,0.030751104,0.01978852,0.024451802,0.027196942,0.026757166,0.026535896,0.027732141,0.023493423,0.029694536,0.032034474,0.028516269,0.030817485,0.026468131,,,27.4,30.4,22.5,19.7,38.08,2
C8472038599,10111127,1013,1014BB44P,1114AN150D,22:00:00,22:30:00,22:00:00,23:30:00,TransportBV,75,PRINTENBIND.NL,KABELWEG,44,1014BB,AMSTERDAM,NL,DEPOT AMSTERDAM ZUIDOOST,1014BB,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,4,0,3,3,3,3,170,170,170,{'2022-05-23'},D108855081,{'RCP'},{'2022-05-23 23:33:00+02:00'},C8472038599,1014BB_KABELWEG_44_AMSTERDAM_NL,52.3919998,4.8473221,166,170,4,3,150,10111127,,,1014BB,44,16914,0.021284143,0.043159513,0.051791415,0.088092704,0.034645856,0.009577864,0.016672579,0.024003784,0.006621733,0.02707816,0.039612156,0.009104884,0.026486934,0.031334989,0.020338181,0.037956722,0.018919239,0.01962871,0.021402389,0.026013953,0.000591226,0.049308265,0.010642072,0.027551141,0.039020929,0.030389027,0.013006976,0.008277167,0.039139175,0.024949746,0.032399196,0.022939577,0.011351543,0.031453234,0.037601987,0.014425919,0.02459501,0.029916046,,,37.1,32.6,20.2,10.2,51.17,3
C8508306688,10167572,0071-NMG,5221BD1M,3433KE1S,16:00:00,16:30:00,16:00:00,21:00:00,TransportBV,75,MONTAPACKING [DEN BOSCH],DE VUTTER,1,5221BD,'S-HERTOGENBOSCH,NL,SKP NIEUWEGEIN-PELOTONSDOK,5221BD,NL,3433KE,SKP,SKP-NIWG-P,SKP,0,48,0,21,21,21,21,145,145,145,{'2022-05-23'},D108857581,{'PEU'},{'2022-05-23 17:15:00+02:00'},C8508306688,5221BD_DE VUTTER_1_'S-HERTOGENBOSCH_NL,51.7141324,5.2600313,142,160,48,21,788,10167572,,,5221BD,1,723096,0.01448632,0.032359465,0.03429835,0.030282286,0.034421432,0.023527996,0.027318641,0.02861999,0.009619746,0.032555843,0.02747353,0.022564086,0.030275371,0.030347284,0.024850089,0.0279949,0.028185746,0.030184097,0.02542401,0.026470897,0.004215208,0.035866607,0.019348745,0.031373428,0.028184363,0.030751104,0.01978852,0.024451802,0.027196942,0.026757166,0.026535896,0.027732141,0.023493423,0.029694536,0.032034474,0.028516269,0.030817485,0.026468131,,,27.4,30.4,22.5,19.7,38.08,12
C8389563544,10141674,M 2785,4878AA8I,2742RJ2D,0:45:00,1:15:00,0:45:00,2:30:00,TransportBV,75,IDL IZ MEDIAMARKT [ETTEN-LEUR],OUDE KERKSTRAAT,8,4878AA,ETTEN-LEUR,NL,DEPOT WADDINXVEEN,4878AA,NL,2742RJ,WADDINXVEEN,WVN-O,WVN,0,24,1,12.5,12.5,12.5,12.5,173,173,173,{'2022-05-23'},D108896598,{'RCP'},{'2022-05-24 00:22:00+02:00'},C8389563544,4878AA_OUDE KERKSTRAAT_8_ETTEN-LEUR_NL,51.5690414,4.6147965,177,182,24,12.5,434,10141674,,,4878AA,8,244256,0.042725665,0.036715577,0.040220097,0.039466789,0.042340823,0,0.035225337,0.031696253,0.012806236,0.036330735,0.047523909,1.64E-05,0.03701035,0.034611228,0.035585615,0.036420804,0.037812787,0.036076903,0.031860016,0.030680925,0,0.038164876,8.19E-06,0.032261234,0.04681973,0.033579523,8.19E-06,8.19E-06,0.040572187,0.034472029,0.031745382,0.033071859,0,0.033726909,0.038639788,0,0,0.034521158,,,35.3,36.3,28.4,0,36.3,19
C1773285252,618986,34113,4941SH3L,3433KE1S,22:00:00,22:30:00,22:00:00,23:30:00,TransportBV,75,LEEN BAKKER DC,KARPERWEG,3,4941SH,RAAMSDONKSVEER,NL,SKP NIEUWEGEIN-PELOTONSDOK,4941SH,NL,3433KE,SKP,SKP-NIWG-P,SKP,0,48,0,12,12,12,12,166,166,166,{'2022-05-23'},D108857809,{'RCP'},{'2022-05-23 22:35:00+02:00'},C1773285252,4941SH_KARPERWEG_3_RAAMSDONKSVEER_NL,51.7135544,4.8699681,166,170,48,12,134,618986,,,4941SH,3,325479,0.488206612,0.033615072,0.042279225,0.030342971,0.038426442,0.010590545,0.028444231,0.030822265,0.00955822,0.031661029,0.029163172,0.009862387,0.032767091,0.031743983,0.037237425,0.026563926,0.029826809,0.03630649,0.030094107,0.036831869,0.015143834,0.038712175,0.007355313,0.032693353,0.032094236,0.031826938,0.007834607,0.013429438,0.028278322,0.0302508,0.028932742,0.033181864,0.016572498,0.034057497,0.033596638,0.011659738,0.012553805,0.035688938,,,28.9,35.4,25.3,10.5,21.74,127
C1896133370,9775488,2123,2315TZ1Z,2171TX2D,23:00:00,23:30:00,23:00:00,0:15:00,TransportBV,75,ZONNEBRILLEN.COM,WILLEM BARENTSZSTRAAT,1,2315TZ,LEIDEN,NL,DEPOT SASSENHEIM,2315TZ,NL,2171TX,SASSENHEIM,SSH-E,SAS,0,8,0,3,3,3,3,170,170,170,{'2022-05-23'},D108857207,{'RCP'},{'2022-05-23 23:33:00+02:00'},C1896133370,2315TZ_WILLEM BARENTSZSTRAAT_1_LEIDEN_NL,52.1590633,4.5109752,170,173,8,3,401,9775488,,,2315TZ,1,13335,0,0.032170979,0.087289089,0.033745782,0.027446569,0.020022497,0.024071991,0.021147357,0.009223847,0.027221597,0.033295838,0.014848144,0.029246344,0.030371204,0.020472441,0.029471316,0.025421822,0.017322835,0.028346457,0.023172103,0.014173228,0.040044994,0.011698538,0.032620922,0.026996625,0.035320585,0.018447694,0.023622047,0.030821147,0.027446569,0.026771654,0.020922385,0.032620922,0.023172103,0.032170979,0.0215973,0.022272216,0.024971879,,,28.3,33.7,20.1,17.9,133.61,0
C1959249019,10167572,34040,4207HE11M,3439JG4D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,MONTAPACKING [GORINCHEM EDISONWEG],EDISONWEG,11,4207HE,GORINCHEM,NL,DEPOT NIEUWEGEIN,4207HE,NL,3439JG,NIEUWEGEIN,NIWG-MO,NIE,0,14.5,0,9.86,9.86,9.86,9.86,153,153,153,{'2022-05-23'},D108856909,"{'PEU', 'RCP'}",{'2022-05-23 19:23:00+02:00'},C1959249019,4207HE_EDISONWEG_11_GORINCHEM_NL,51.8424953,4.9929032,146,160,14.5,9.86,370,10167572,,,4207HE,11,723096,0.01448632,0.032359465,0.03429835,0.030282286,0.034421432,0.023527996,0.027318641,0.02861999,0.009619746,0.032555843,0.02747353,0.022564086,0.030275371,0.030347284,0.024850089,0.0279949,0.028185746,0.030184097,0.02542401,0.026470897,0.004215208,0.035866607,0.019348745,0.031373428,0.028184363,0.030751104,0.01978852,0.024451802,0.027196942,0.026757166,0.026535896,0.027732141,0.023493423,0.029694536,0.032034474,0.028516269,0.030817485,0.026468131,,,27.4,30.4,22.5,19.7,38.08,5
C1499622764,10311977,9611,9727AJ97B,9615TP2D,22:00:00,22:30:00,22:00:00,23:00:00,TransportBV,75,BRALEX WEBSHOPS,PEIZERWEG,97,9727AJ,GRONINGEN,NL,DEPOT KOLHAM,9727AJ,NL,9615TP,KOLHAM,KHM-O,KOL,0,5,0,1,1,1,1,167,167,167,{'2022-05-23'},D108854507,{'RCP'},{'2022-05-23 22:59:00+02:00'},C1499622764,9727AJ_PEIZERWEG_97_GRONINGEN_NL,53.2083755,6.5381907,166,168,5,1,42,10311977,,,9727AJ,97,7570,0.016380449,0.033553501,0.025363276,0.032496697,0.033025099,0.030911493,0.034081902,0.019815059,0.009511229,0.025627477,0.034081902,0.035402906,0.026420079,0.028005284,0.019022457,0.024042272,0.023513871,0.022192867,0.061030383,0.019550859,0.008190225,0.024042272,0.019550859,0.025363276,0.037516513,0.020871863,0.028269485,0.030383091,0.028269485,0.02324967,0.017701453,0.018758256,0.034081902,0.025099075,0.025363276,0.04015852,0.040686922,0.014795244,,,25.2,28.5,19.5,26.8,42.58,1
C1584288242,10398529,3897,3811AK114J,3815KP8D,17:30:00,18:00:00,17:30:00,21:00:00,TransportBV,75,JAC HENSEN MANNENMODE,LANGESTRAAT,114,3811AK,AMERSFOORT,NL,DEPOT AMERSFOORT,3811AK,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,4,0,3,3,3,3,148,148,148,{'2022-05-23'},D108855310,{'RCP'},{'2022-05-23 18:00:00+02:00'},C1584288242,3811AK_LANGESTRAAT_114_AMERSFOORT_NL,52.157068,5.392173,148,160,4,3,152,10398529,,,3811AK,114,22989,0,0.028578886,0.183479055,0.013702205,0.10139632,0.002087955,0.015790161,0.019835574,0.004828396,0.027665405,0.015659663,0.001957458,0.054678324,0.028970377,0.020227065,0.012788725,0.128539736,0.021532037,0.0139632,0.016573144,0.000260994,0.053634347,0.001565966,0.016051155,0.017747618,0.020749054,0.00091348,0.002087955,0.015137675,0.016051155,0.027795902,0.01813911,0.001957458,0.023880987,0.019183088,0.001957458,0.002609944,0.048022968,,,17.2,62.5,18.8,1.5,50.71,0
C2408877248,10588602,8945,8304BC14H,8013RJ1D,19:30:00,20:00:00,19:30:00,21:00:00,TransportBV,75,HypoStore B.V.,GILDENWEG,14,8304BC,EMMELOORD,NL,DEPOT ZWOLLE,8304BC,NL,8013RJ,ZWOLLE,ZL-NK,ZWO,0,10,0,6,6,6,6,158,158,158,{'2022-05-23'},D108856653,{'RCP'},{'2022-05-23 20:30:00+02:00'},C2408877248,8304BC_GILDENWEG_14_EMMELOORD_NL,52.6917056,5.7568567,156,160,10,6,300,10588602,,,8304BC,14,24032,0.015978695,0.040446072,0.047436751,0.014064581,0.042276964,0.012067244,0.026464714,0.029211052,0.010319574,0.039197736,0.015978695,0.016228362,0.028212383,0.022719707,0.035785619,0.019890146,0.031125166,0.062167111,0.027796272,0.053095872,0.006241678,0.024633822,0.013482024,0.042110519,0.024467377,0.024717044,0.01298269,0.018059254,0.018225699,0.021554594,0.03020972,0.028295606,0.01789281,0.034454061,0.026547936,0.01789281,0.0189747,0.044773635,,,24.3,39.6,22.7,13.4,50.81,5
C2385727250,9247216,5602,5048AB19P,5048AD82D,20:45:00,21:15:00,20:45:00,22:00:00,TransportBV,75,PONDRES DIRECT MAIL,KRAAIVENSTRAAT,19,5048AB,TILBURG,NL,DEPOT TILBURG,5048AB,NL,5048AD,TILBURG,TB-LE,TIL,0,30,0,24.86,24.86,24.86,24.86,161,161,161,{'2022-05-23'},D108855181,{'PEU'},{'2022-05-23 21:15:00+02:00'},C2385727250,5048AB_KRAAIVENSTRAAT_19_TILBURG_NL,51.580865,5.0641899,161,164,30,24.86,654,9247216,,,5048AB,19,88902,0.002598367,0.026726058,0.027715912,0.026478594,0.027344717,0.029324425,0.032665182,0.020910666,0.014476615,0.03749072,0.02684979,0.023137837,0.027097253,0.027097253,0.023509032,0.02190052,0.01769364,0.027468448,0.02053947,0.022890374,0.034026231,0.034149963,0.014724078,0.020910666,0.024498886,0.024622618,0.023632764,0.048502846,0.028953229,0.023509032,0.02053947,0.026726058,0.053080921,0.029324425,0.025117545,0.038975501,0.027468448,0.019920812,,,23.5,25.2,22.1,29.3,26.39,2
C2547149644,10510669,INT FIEGE 1,D4947922,7554RR1D,14:30:00,18:30:00,14:30:00,18:30:00,Zelfbrenger,41,FIEGE MEGA CENTER LOGISTIK GmbH [DE],DORNIERSTRAAT,22,49479,IBBENBUREN,DE,DEPOT HENGELO,49479,DE,7554RR,HENGELO,HGL-Z,HEN,0,7.5,0,12,12,12,12,138,138,138,{'2022-05-23'},D108950346,{'PEU'},{'2022-05-23 15:30:00+02:00'},C2547149644,49479_DORNIERSTRAAT_22_IBBENBUREN_DE,52.2667,7.7333,150,150,7.5,7.5,35,10510669,,,49479,22,2052,0.05165692,0.032651072,0.042397661,0.039473684,0.031676413,0.016081871,0.01754386,0.052631579,0.015594542,0.033625731,0.037037037,0.015107212,0.026803119,0.02582846,0.019493177,0.049707602,0.022417154,0.027290448,0.018518519,0.019980507,0.005847953,0.067738791,0.004385965,0.038499025,0.02582846,0.022417154,0.015107212,0.011208577,0.032651072,0.056042885,0.036062378,0.018031189,0.01754386,0.026315789,0.019980507,0.013645224,0.014619883,0.030214425,,,31.1,31.9,25.7,11.4,4.87,2
C2640596969,9076342,7357,7418CR10B,7333NR35D,15:45:00,16:15:00,15:45:00,21:00:00,TransportBV,75,BROCACEF/BENU DIRECT,ANTWERPENWEG,10,7418CR,DEVENTER,NL,DEPOT APELDOORN,7418CR,NL,7333NR,APELDOORN,AP-OAW,APE,0,32,0,26,26,26,26,139,139,139,{'2022-05-23'},D108856899,{'RCP'},{'2022-05-23 15:45:00+02:00'},C2640596969,7418CR_ANTWERPENWEG_10_DEVENTER_NL,52.2479783,6.1842505,141,160,32,26,726,9076342,,,7418CR,10,141822,5.64E-05,0.03796308,0.036016979,0.024410881,0.046325676,1.41E-05,0.023226298,0.031673506,0.008475413,0.045028275,0.027315931,7.05E-05,0.04144632,0.037948978,0.04492956,0.023127582,0.038978438,0.050542229,0.020998153,0.039133562,0,0.056733088,9.87E-05,0.028359493,0.045310319,0.026215961,5.64E-05,0.000183328,0.049343543,0.031038908,0.025144195,0.043307808,5.64E-05,0.047637179,0.047030785,8.46E-05,0.000183328,0.021590444,,,30.3,38.6,31,0.1,27.94,0
C2264400350,9991978,5279,5246JT163C,5222AL4D,21:30:00,22:00:00,21:30:00,23:00:00,TransportBV,75,CONCEPTABLE,STADIONLAAN,163,5246JT,ROSMALEN,NL,DEPOT DEN BOSCH,5246JT,NL,5222AL,DEN BOSCH,HT-KK,HER,0,10,0,4,4,4,4,166,166,166,{'2022-05-23'},D108856671,{'RCP'},{'2022-05-23 22:42:00+02:00'},C2264400350,5246JT_STADIONLAAN_163_ROSMALEN_NL,51.7060158,5.341172,164,168,10,4,476,9991978,,,5246JT,163,288912,0.000124605,0.03007144,0.038918425,0.028866921,0.036924738,0.01034225,0.037547765,0.035387938,0.009677687,0.044193388,0.031151354,0.009511547,0.029946835,0.04348729,0.022179764,0.031109819,0.030611397,0.028202359,0.037755441,0.02384117,0.002035222,0.050423658,0.006770228,0.026624024,0.027454727,0.043861106,0.008182422,0.013083569,0.033145041,0.036010965,0.031815916,0.024173451,0.011712909,0.033726533,0.026540954,0.011546769,0.017070942,0.036094036,,,29.1,35.6,26.3,9,119.05,0
C2246568914,10520427,8063,7772BJ108V,8013RJ1D,23:00:00,23:30:00,23:00:00,0:45:00,TransportBV,75,VOB,BRUCHTERWEG,108,7772BJ,HARDENBERG,NL,DEPOT ZWOLLE,7772BJ,NL,8013RJ,ZWOLLE,ZL-NK,ZWO,0,5,0,4,4,4,4,175,175,175,{'2022-05-23'},D108856915,{'RCP'},{'2022-05-24 00:45:00+02:00'},C2246568914,7772BJ_BRUCHTERWEG_108_HARDENBERG_NL,52.5601734,6.6220267,170,175,5,4,209,10520427,,,7772BJ,108,195184,0.074350357,0.028706246,0.041417329,0.045910525,0.050757234,0.017916428,0.023818551,0.028265637,0.007633822,0.036878023,0.027691819,0.014499139,0.024284777,0.030489179,0.021953644,0.025258218,0.039516559,0.026159931,0.021221002,0.025478523,0.017224773,0.045813181,0.009821502,0.023249857,0.028608902,0.02687208,0.014704074,0.015477703,0.036155628,0.028281007,0.029105869,0.032979138,0.026103574,0.025729568,0.026682515,0.015810722,0.023818551,0.035704771,,,26.7,34.5,23.3,15.5,56.33,17
C2232606289,1032338,7326,7336AZ8K,7333NR35D,22:00:00,22:30:00,22:00:00,23:00:00,TransportBV,75,KATO GROUP BV,LAAN VAN WESTENENK,8,7336AZ,APELDOORN,NL,DEPOT APELDOORN,7336AZ,NL,7333NR,APELDOORN,AP-OAW,APE,0,8,0,6,6,6,6,167,167,167,{'2022-05-23'},D108854521,{'RCP'},{'2022-05-23 22:52:00+02:00'},C2232606289,7336AZ_LAAN VAN WESTENENK_8_APELDOORN_NL,52.1909153,5.9364648,166,168,8,6,573,1032338,,,7336AZ,8,41054,0.015784089,0.028060603,0.034686023,0.029619526,0.034247576,0.021435183,0.028986213,0.022117211,0.008671506,0.026063234,0.028742632,0.021094169,0.028255468,0.034101427,0.022945389,0.023773567,0.023870999,0.027329858,0.02903493,0.02333512,0.028255468,0.038291031,0.019145516,0.029327228,0.026014517,0.030009256,0.021386467,0.03088615,0.028693915,0.021776197,0.023188971,0.020850587,0.048813757,0.026306815,0.028937497,0.029327228,0.029765674,0.022653091,,,25.5,29.6,20,25,97.08,9
C0483635599,9703989,PROM 1,5657DZ500P,5692CK402D,16:00:00,16:30:00,16:00:00,21:00:00,TransportBV,75,PROMESE LOGISTICS [EINDHOVEN],FLIGHT FORUM,2500,5657DZ,EINDHOVEN,NL,DEPOT SON,5657DZ,NL,5692CK,SON,SON-EK,SON,0,40,0,36.5,36.5,36.5,36.5,143,143,143,{'2022-05-23'},D108857767,{'RCP'},{'2022-05-23 16:55:00+02:00'},C0483635599,5657DZ_FLIGHT FORUM_2500_EINDHOVEN_NL,51.4493101,5.4027271,142,160,40,36.5,1316,9703989,,,5657DZ,2500,1211640,0.000330131,0.043527781,0.036908653,0.054389092,0.032963587,0.006734674,0.027334852,0.035967779,0.009227163,0.040457562,0.035274504,0.004225678,0.030702189,0.042685946,0.022382886,0.044419134,0.047159222,0.025007428,0.023818956,0.019015549,0.001122446,0.032550923,0.005628735,0.036413456,0.042520881,0.02566769,0.005810307,0.008533888,0.030306031,0.033937473,0.026311446,0.035571622,0.006371529,0.028490311,0.044485161,0.008038691,0.012577993,0.033458783,,,34.7,33.7,25.7,5.9,36.07,0
C0471010598,1108927,11117,1948RA3H,1165AA10D,22:30:00,23:00:00,22:30:00,0:00:00,TransportBV,75,HOLLAND & BARRETT [BEVELAND],BEVELAND,3,1948RA,BEVERWIJK,NL,DEPOT HALFWEG,1948RA,NL,1165AA,HALFWEG,HW-LN,HAL,0,25,0,12,12,12,12,169,169,169,{'2022-05-23'},D108857827,{'RCP'},{'2022-05-23 23:20:00+02:00'},C0471010598,1948RA_BEVELAND_3_BEVERWIJK_NL,52.467035,4.6718454,168,172,25,12,1251,1108927,,,1948RA,3,308360,3.24E-05,0.041373719,0.033610066,0.043812427,0.033181995,0.012063822,0.02687119,0.025372941,0.012128681,0.027182514,0.038630173,0.013166429,0.031398366,0.033499805,0.026384745,0.040329485,0.023738487,0.027519782,0.023913607,0.02666364,0.003009469,0.037787002,0.010422882,0.032260994,0.040303541,0.031969127,0.016474251,0.015241925,0.03048385,0.025684265,0.027098197,0.021650019,0.02211052,0.03556233,0.036690881,0.020975483,0.027338176,0.024095213,,,33.9,30.5,21.5,14.1,104.29,0
C0521598585,10167572,29107,4706NT2M,2988CK21D,21:00:00,21:30:00,21:00:00,23:00:00,TransportBV,75,Montapacking Gorinchem Fulfilment B.V.,HELIUMWEG,2,4706NT,ROOSENDAAL,NL,DEPOT RIDDERKERK,4706NT,NL,2988CK,RIDDERKERK,RD-S,RID,0,6,0,4,4,4,4,164,164,164,{'2022-05-23'},D108857002,{'RCP'},{'2022-05-23 22:00:00+02:00'},C0521598585,4706NT_HELIUMWEG_2_ROOSENDAAL_NL,51.5378378,4.5102322,162,168,6,4,150,10167572,,,4706NT,2,723096,0.01448632,0.032359465,0.03429835,0.030282286,0.034421432,0.023527996,0.027318641,0.02861999,0.009619746,0.032555843,0.02747353,0.022564086,0.030275371,0.030347284,0.024850089,0.0279949,0.028185746,0.030184097,0.02542401,0.026470897,0.004215208,0.035866607,0.019348745,0.031373428,0.028184363,0.030751104,0.01978852,0.024451802,0.027196942,0.026757166,0.026535896,0.027732141,0.023493423,0.029694536,0.032034474,0.028516269,0.030817485,0.026468131,,,27.4,30.4,22.5,19.7,38.08,2
C0415868201,10510669,INT FIEGE 2,D4947922,7554RR1D,14:30:00,16:30:00,14:30:00,16:30:00,Zelfbrenger,41,FIEGE MEGA CENTER LOGISTIK GmbH [DE],DORNIERSTRAAT,22,49479,IBBENBUREN,DE,DEPOT HENGELO,49479,DE,7554RR,HENGELO,HGL-Z,HEN,0,7.5,0,1.5,1.5,1.5,1.5,138,138,138,{'2022-05-23'},D108950092,{'PEU'},{'2022-05-23 15:30:00+02:00'},C0415868201,49479_DORNIERSTRAAT_22_IBBENBUREN_DE,52.2667,7.7333,142,142,7.5,1.5,7,10510669,,,49479,22,2052,0.05165692,0.032651072,0.042397661,0.039473684,0.031676413,0.016081871,0.01754386,0.052631579,0.015594542,0.033625731,0.037037037,0.015107212,0.026803119,0.02582846,0.019493177,0.049707602,0.022417154,0.027290448,0.018518519,0.019980507,0.005847953,0.067738791,0.004385965,0.038499025,0.02582846,0.022417154,0.015107212,0.011208577,0.032651072,0.056042885,0.036062378,0.018031189,0.01754386,0.026315789,0.019980507,0.013645224,0.014619883,0.030214425,,,31.1,31.9,25.7,11.4,4.87,0
C0589034590,10167572,7320,7255TA2M,7333NR35D,22:00:00,22:30:00,22:00:00,23:45:00,TransportBV,75,MONTAPACKING [HENGELO],DREEFKEN,2,7255TA,HENGELO GLD,NL,DEPOT APELDOORN,7255TA,NL,7333NR,APELDOORN,AP-OAW,APE,0,18,0,11,11,11,11,165,165,165,{'2022-05-23'},D108857049,{'RCP'},{'2022-05-23 22:26:00+02:00'},C0589034590,7255TA_DREEFKEN_2_HENGELO GLD_NL,52.0414926,6.3126795,166,171,18,11,413,10167572,,,7255TA,2,723096,0.01448632,0.032359465,0.03429835,0.030282286,0.034421432,0.023527996,0.027318641,0.02861999,0.009619746,0.032555843,0.02747353,0.022564086,0.030275371,0.030347284,0.024850089,0.0279949,0.028185746,0.030184097,0.02542401,0.026470897,0.004215208,0.035866607,0.019348745,0.031373428,0.028184363,0.030751104,0.01978852,0.024451802,0.027196942,0.026757166,0.026535896,0.027732141,0.023493423,0.029694536,0.032034474,0.028516269,0.030817485,0.026468131,,,27.4,30.4,22.5,19.7,38.08,6
C0129276565,10213527,5903-S,6598MH1A,5928SC66D,23:45:00,0:15:00,23:45:00,1:15:00,TransportBV,75,ARVATO BENELUX IZ RITUALS,BREM,1,6598MH,HEIJEN,NL,DEPOT VENLO,6598MH,NL,5928SC,VENLO,VL-PO,VEN,0,4,0,3,3,3,3,177,177,177,{'2022-05-23'},D108854574,{'RCP'},{'2022-05-24 01:20:00+02:00'},C0129276565,6598MH_BREM_1_HEIJEN_NL,51.6690318,6.0017117,173,177,4,3,153,10213527,,,6598MH,1,306786,0,0.038958753,0.039604154,0.071737302,0.038769696,5.22E-05,0.033639084,0.030548982,0.011493354,0.032785068,0.039089137,0.000136903,0.032563416,0.038965272,0.026846075,0.048313808,0.037609278,0.026839556,0.030868423,0.024733854,0.000182538,0.048150828,7.17E-05,0.033189259,0.039877961,0.043144081,5.22E-05,0.00016298,0.034708233,0.031781111,0.032537339,0.028919181,0.000149942,0.037928719,0.03759624,0.000156461,9.78E-05,0.027739206,,,39.5,35.2,25.2,0.1,51.1,0
