,AAR nummer,Gecombineerde order,Customerorder nummer,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,RR code laden,Laden van,Laden tot,Operator,Logistieke service,Lospartij huidig,Lospartij voorstel,Gepland lossen van huidig,Gepland lossen tot huidig,Median lostijd huidig gerealiseerd,Lostijd voorstel,#RCP equiv georderd,#RCP equiv gerealiseerd (max),Vulgraad,#Pakketten gerealiseerd (max),#Pakketten_NMG,Transporthulpmiddeltype,Collectiedag,Dagen uitgevoerd,%WEST,%OOST,%ZUID,%BE,huidig=voorstel
1019,2608,,C9567707118,VAN DER MEER DIERTOTAAL GROOTHANDEL,HONGKONGSTRAAT,71,3047BR,ROTTERDAM,NL,3047BR71V,14:00:00,15:00:00,TransportBV,75.0,DEPOT DEN HOORN,DEPOT DEN HOORN,14:00:00,17:00:00,15:15:00,15:15:00,25.0,18.0,21.06,370.0,9.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1020,2719,309,C8851447009,INTERTOYS,HANDELSWEG,7,2742RD,WADDINXVEEN,NL,2742RD7I,15:30:00,16:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,15:30:00,21:00:00,16:00:00,16:30:00,24.0,24.0,30.28,709.0,18.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1021,1019,,C7957027188,ROYAL TEXTILE BV,WILLEM BROCADESDREEF,4,2132PV,HOOFDDORP,NL,2132PV4R,22:45:00,23:15:00,TransportBV,75.0,DEPOT AMSTERDAM,DEPOT AMSTERDAM ZUIDOOST,22:45:00,00:15:00,23:45:00,23:30:00,10.0,6.359999999999999,23.92,148.0,4.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1022,102142,,C7950703491,Amsterdam-SCB-Buba,AUSTRALIEHAVENWEG,100,1046BP,AMSTERDAM,NL,ASD-SCB-BUBA,21:45:00,22:15:00,TransportBV,71.0,DEPOT SASSENHEIM,DEPOT AMSTERDAM ZUIDOOST,21:45:00,23:00:00,22:45:00,22:30:00,48.0,22.29,27.0,587.0,15.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1023,RTL 56139,246,C7942969407,Postkantoor Venray,MAASHESEWEG,85,5804AB,VENRAY,NL,VEN-MH,18:00:00,18:30:00,TransportBV,61.0,DEPOT SON,DEPOT VENLO,18:00:00,21:00:00,20:00:00,18:45:00,25.0,25.0,27.0,658.0,17.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1024,	 RTL7772COR,415,C8005129054,BUPO HARDENBERG (KSH KANTOORSYSTEEM),J C KELLERLAAN,18,7772SG,HARDENBERG,NL,HDB-K,17:00:00,18:00:00,TransportBV,61.0,DEPOT ZWOLLE,DEPOT ZWOLLE,17:00:00,20:00:00,19:30:00,18:30:00,17.14,17.14,27.0,451.0,11.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1025,7300,366,C7991917587,OVIMEX IZ PRINT.COM,HERFORDSTRAAT,3,7418EX,DEVENTER,NL,7418EX3S,21:30:00,22:00:00,TransportBV,75.0,DEPOT APELDOORN,DEPOT APELDOORN,21:30:00,23:00:00,22:30:00,22:45:00,2.0,1.0,30.0,29.0,1.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1026,473310,,C7981571132,Roosendaal-Borchwerf,BORCHWERF,40,4704RG,ROOSENDAAL,NL,RSD-BHF,18:15:00,18:45:00,TransportBV,71.0,DEPOT DORDRECHT,DEPOT DORDRECHT,18:15:00,20:00:00,19:15:00,19:15:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1027,2975,,C7901573849,MVN HANDELSONDERNEMING,NIJVERHEIDSTRAAT,14,2984AH,RIDDERKERK,NL,2984AH14M,19:45:00,20:15:00,TransportBV,75.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,19:45:00,21:00:00,20:00:00,20:15:00,15.0,13.0,30.0,380.0,10.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1028,302938,,C8183606270,Rotterdam-SCB-Buba,TERBREGSEWEG,300,3062CZ,ROTTERDAM,NL,RT-SCB-BUBA,20:45:00,21:15:00,TransportBV,71.0,DEPOT RIDDERKERK,DEPOT RIDDERKERK,20:45:00,21:45:00,21:00:00,21:15:00,48.0,46.71,27.0,1230.0,31.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1029,681317,,C8177106432,Arnhem-Johan de Wittlaan,JOHAN DE WITTLAAN,350,6828XA,ARNHEM,NL,AH-JW,15:30:00,16:00:00,TransportBV,71.0,DEPOT ALMERE,DEPOT ELST,15:30:00,18:00:00,17:45:00,16:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1030,RTL 969602,,C8165011824,BUPO HOOGEZAND (Desk Store Kantoormeubilair),MEINT VENNINGASTRAAT,86,9601KH,HOOGEZAND,NL,HGZ-MVG,16:45:00,17:15:00,TransportBV,61.0,DEPOT KOLHAM,DEPOT KOLHAM,16:45:00,19:15:00,17:45:00,17:15:00,12.86,6.0,27.0,158.0,4.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1031,452-ZD WL,,C8207156167,COOLBLUE [TILBURG],ASTERIASTRAAT,4,5047RM,TILBURG,NL,5047RM4C,00:30:00,01:00:00,TransportBV,75.0,DEPOT TILBURG,DEPOT TILBURG,00:30:00,01:25:00,01:30:00,01:00:00,48.0,18.0,21.66,380.0,0.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1032,1741,573,C8232477062,MM BUSINESS GROUP BV,BARNSTEENSTRAAT,1,1812SE,ALKMAAR,NL,1812SE1M,15:30:00,16:30:00,TransportBV,75.0,DEPOT OPMEER,DEPOT HALFWEG,15:30:00,21:00:00,16:00:00,17:30:00,23.0,14.0,6.74,92.0,2.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1033,3855,876,C8216481684,TREASURON (vh MAXPERIAN) [VEENENDAAL],EINSTEINSTRAAT,22,3902HN,VEENENDAAL,NL,3902HN22T,17:00:00,17:30:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT NIEUWEGEIN,17:00:00,21:00:00,18:15:00,18:00:00,12.0,9.0,44.64,392.0,10.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1034,RTL 658201,543,C8215023626,Heumen-Schutkolk,SCHUTKOLK,4,6582DB,HEUMEN,NL,HEU-SK,17:30:00,18:00:00,TransportBV,61.0,DEPOT ELST,DEPOT ELST,17:30:00,20:00:00,18:30:00,18:15:00,15.0,7.71,27.0,203.0,5.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1035,343422,,C8212986991,Nieuwegein-SCB-Buba,GROTE WADE,80,3439NT,NIEUWEGEIN,NL,NWG-SCB-BUBA,21:15:00,21:45:00,TransportBV,71.0,DEPOT NIEUWEGEIN,DEPOT UTRECHT,21:15:00,22:15:00,22:00:00,22:00:00,48.0,33.43,27.0,880.0,22.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1036,96v44,,C8049576887,FRANK B.V.,ULGERSMAWEG,2,9731BS,GRONINGEN,NL,9731BSF,19:30:00,20:00:00,TransportBV,75.0,DEPOT KOLHAM,DEPOT KOLHAM,19:30:00,21:00:00,20:45:00,20:00:00,30.0,28.71,29.14,816.0,21.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1037,6692,811,C8047560065,VOERWAARTS BV,KAPELWEG,9,7065AN,SINDEREN,NL,7065AN9V,16:00:00,17:00:00,TransportBV,75.0,DEPOT ELST,DEPOT APELDOORN,16:00:00,21:00:00,17:45:00,17:45:00,9.0,4.5,30.0,132.0,3.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1038,RTL 423401,769,C8039293553,BUPO GORINCHEM (GCC Personal Printers B.V.),EINSTEINSTR,1,4207HW,GORINCHEM,NL,GR-ES,17:30:00,18:00:00,TransportBV,61.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,17:30:00,19:00:00,19:15:00,18:15:00,26.0,9.0,27.0,237.0,6.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1039,1082,,C8016567276,TUINCENTRUM.NL [AALSMEER],RIETWIJKEROORDWEG,48,1432JE,AALSMEER,NL,1432JE48T,16:30:00,17:30:00,TransportBV,75.0,DEPOT AMSTERDAM,DEPOT AMSTERDAM ZUIDOOST,16:30:00,21:00:00,18:00:00,17:45:00,48.0,28.5,8.72,242.0,6.0,{'PEU'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1040,181712,,C8014379512,Alkmaar-Aalbrechtweg,HERTOG AALBRECHTWEG,1,1823DL,ALKMAAR,NL,AMR-ALBR,18:45:00,19:15:00,TransportBV,71.0,DEPOT OPMEER,DEPOT OPMEER,18:45:00,19:45:00,19:45:00,19:30:00,48.0,39.71,27.0,1046.0,26.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1041,242735,444,C8090235370,Alphen ad Rijn-Magazijnweg (OVP),MAGAZIJNWEG,14,2404CE,ALPHEN AAN DEN RIJN,NL,AL-MGZ-OVP,20:00:00,20:30:00,TransportBV,71.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,20:00:00,21:30:00,21:00:00,21:15:00,24.0,22.29,27.0,587.0,15.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1042,565608,,C8075385714,Best-De Donge,DE DONGE,3,5684PX,BEST,NL,BT-DDG,17:15:00,17:45:00,TransportBV,71.0,DEPOT SON,DEPOT SON,17:15:00,18:15:00,17:45:00,17:45:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1043,102121,,C7877698650,Amsterdam-SCB-Buba,AUSTRALIEHAVENWEG,100,1046BP,AMSTERDAM,NL,ASD-SCB-BUBA,16:30:00,17:00:00,TransportBV,71.0,DEPOT SASSENHEIM,DEPOT AMSTERDAM ZUIDOOST,16:30:00,17:45:00,18:15:00,17:15:00,48.0,42.0,27.0,1106.0,28.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1044,7583,169,C7693756066,GSMPUNT BV,BEDRIJVENPARK TWENTE N,95,7602KS,ALMELO,NL,7602KS95G,21:15:00,21:45:00,TransportBV,75.0,DEPOT HENGELO,DEPOT HENGELO,21:15:00,22:30:00,22:15:00,23:30:00,5.0,5.0,197.4,963.0,24.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1045,525220,,C7681024093,s-Hertogenbosch-SCB-Buba,DE STEENBOK,2,5215ME,'S-HERTOGENBOSCH,NL,HT-SCB-BUBA,20:45:00,21:15:00,TransportBV,71.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,20:45:00,21:45:00,21:30:00,21:15:00,48.0,46.25,27.0,1218.0,31.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1046,27059,977,C7661340771,Dogmates (Netherlands) B.V.,CHROOMSTRAAT,155,2718RJ,ZOETERMEER,NL,2718RJ155D,19:00:00,20:00:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,19:00:00,21:00:00,19:45:00,20:00:00,12.0,12.0,16.6,194.0,5.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1047,101736,,C7713948700,Amsterdam-SCB-Buba,AUSTRALIEHAVENWEG,100,1046BP,AMSTERDAM,NL,ASD-SCB-BUBA,20:15:00,20:45:00,TransportBV,71.0,DEPOT OPMEER,DEPOT AMSTERDAM ZUIDOOST,20:15:00,21:45:00,21:30:00,21:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1048,3841,88,C7702731917,PROFLAGS BV,TILBURY,8,3897AC,ZEEWOLDE,NL,3897AC8P,17:00:00,17:30:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT ALMERE,17:00:00,21:00:00,18:30:00,17:30:00,7.0,3.0,25.76,75.0,2.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1049,RTL 252602,649,C7696802190,'s-Gravenhage-M van Hennebergwg,MARGARETHA V. HENNEBERGWEG,71,2552BE,'S-GRAVENHAGE,NL,2552BE71B,14:00:00,17:00:00,TransportBV,61.0,DEPOT DEN HOORN,DEPOT DEN HOORN,14:00:00,18:00:00,16:30:00,17:30:00,15.0,15.0,27.0,395.0,10.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1050,PREM.3557,,C7657904812,CENTRAAL BOEKHUIS [TEXTIELWEG],TEXTIELWEG,3,4104AM,CULEMBORG,NL,4104AM3C,00:00:00,00:30:00,TransportBV,75.0,DEPOT UTRECHT,DEPOT NIEUWEGEIN,00:00:00,01:15:00,01:00:00,00:45:00,30.0,24.0,31.02,726.0,18.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1051,7506 CC,,C7601557348,SPORTTRADER,TWEKKELERWEG,263,7553LZ,HENGELO,NL,7553LZ263S,22:00:00,22:30:00,TransportBV,75.0,DEPOT HENGELO,DEPOT HENGELO,22:00:00,23:00:00,22:30:00,22:30:00,43.0,20.0,22.94,447.0,11.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1052,4884,707,C7569782377,CERATA BV,MON PLAISIR,15,4879AK,ETTEN-LEUR,NL,4879AK15C,16:30:00,17:00:00,TransportBV,75.0,DEPOT BREDA,DEPOT BREDA,16:30:00,21:00:00,18:00:00,17:15:00,4.0,1.0,180.62,176.0,4.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1053,RC mail 2 TB-LE,,C7565804538,DEPOT TILBURG,LEDEBOERSTRAAT,82,5048AD,TILBURG,NL,TB-LE,20:00:00,20:30:00,Overig,61.0,DEPOT TILBURG,DEPOT TILBURG,20:00:00,22:00:00,15:30:00,20:30:00,48.0,21.43,27.0,564.0,14.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1054,3402,,C7599262928,ACTIVE ANTS,ZEELANDHAVEN,6,3433PL,NIEUWEGEIN,NL,3433PL6A,23:00:00,23:30:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT NIEUWEGEIN,23:00:00,00:15:00,00:45:00,23:30:00,12.0,8.0,35.72,279.0,7.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1055,M 6102 V,823,C7650552652,DYNAFIX CARE BV NUTH,DAELDERWEG,21,6361HK,NUTH,NL,6361HK21D,18:45:00,19:15:00,TransportBV,75.0,DEPOT BORN,DEPOT BORN,18:45:00,19:45:00,20:30:00,19:30:00,3.0,0.48,30.0,14.0,0.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1056,3889,771,C7650498787,ZOO&ZOO,LORENTZSTRAAT,1,6716AD,EDE,NL,6716AD1Z,18:30:00,19:00:00,TransportBV,75.0,DEPOT AMERSFOORT,DEPOT AMERSFOORT,18:30:00,21:00:00,19:15:00,20:15:00,17.5,17.5,17.13,292.0,7.0,"{'RCP', 'PEU'}",Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1057,8919,,C7638079662,IMEC,LOIRE,1,2491AN,'S-GRAVENHAGE,NL,IMEC,10:30:00,11:00:00,TransportBV,44.0,DEPOT LEEUWARDEN,DEPOT WADDINXVEEN,10:30:00,14:00:00,14:00:00,11:15:00,48.0,15.86,30.0,464.0,12.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1058,2780,835,C7627744044,JOHNI MEDIA,VENKELBAAN,24,2908KE,CAPELLE AAN DEN IJSSEL,NL,2908KE24J,16:30:00,17:00:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT RIDDERKERK,16:30:00,21:00:00,19:00:00,18:15:00,8.0,5.0,7.55,37.0,1.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1059,9617,,C7603752807,LE ROUX / Disposabel Discounter,SPANJELAAN,1,9403DN,ASSEN,NL,9403DN1R,19:00:00,19:30:00,TransportBV,75.0,DEPOT KOLHAM,DEPOT ZWOLLE,19:00:00,20:30:00,20:15:00,20:30:00,48.0,27.0,9.73,256.0,6.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1060,RTL 969601,,C7837346837,BUPO HOOGEZAND (Desk Store Kantoormeubilair),MEINT VENNINGASTRAAT,86,9601KH,HOOGEZAND,NL,HGZ-MVG,17:30:00,18:00:00,TransportBV,61.0,DEPOT KOLHAM,DEPOT KOLHAM,17:30:00,20:00:00,17:15:00,18:00:00,12.86,11.14,27.0,293.0,7.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1061,RC mail DDT-ZS,,C7835534056,DEPOT DORDRECHT,ZERNIKESTR,2,3316BZ,DORDRECHT,NL,DDT-ZS,20:00:00,20:30:00,Overig,61.0,DEPOT DORDRECHT,DEPOT DORDRECHT,20:00:00,22:00:00,21:30:00,20:30:00,0.86,0.86,27.0,23.0,1.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1062,4815,160,C7830797506,UW TUIN EN DIER [BE],DESMEDTSTRAAT,34,2322,MINDERHOUT,BE,B2322MIN34,17:30:00,18:00:00,TransportBV,90.0,DEPOT BREDA,DEPOT WILLEBROEK,17:30:00,23:00:00,19:15:00,18:45:00,15.0,4.0,30.0,117.0,3.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1063,RTL MINC,,C7827302122,MINC APELDOORN,OUDE BERGHUIZERWEG,30,7336AW,APELDOORN,NL,7336AW30M,18:15:00,18:45:00,TransportBV,61.0,DEPOT APELDOORN,DEPOT APELDOORN,18:15:00,19:15:00,19:15:00,18:45:00,47.43,26.0,27.0,685.0,17.0,"{'RCB', 'RCP'}",Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1064,2736 WL,,C7805969490,MEDIQ [BLEISWIJK],BRANDPUNTLAAN ZUID,14,2665NZ,BLEISWIJK,NL,2665NZ14M,19:00:00,19:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,19:00:00,20:30:00,20:00:00,19:30:00,48.0,42.0,28.55,1170.0,30.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1065,522937,,C7857225571,s-Hertogenbosch-SCB-Buba,DE STEENBOK,2,5215ME,'S-HERTOGENBOSCH,NL,HT-SCB-BUBA,20:30:00,21:00:00,TransportBV,71.0,DEPOT DEN BOSCH,DEPOT DEN BOSCH,20:30:00,22:15:00,20:45:00,21:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1066,242120,,C7742933184,s-Gravenhage-Loire (OVP),LOIRE,1,2491AN,'S-GRAVENHAGE,NL,GV-L-OVP,16:15:00,16:45:00,TransportBV,71.0,DEPOT SASSENHEIM,DEPOT RIDDERKERK,16:15:00,17:15:00,18:15:00,17:15:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1067,2713 WL,,C7742706372,MEDIQ [BLEISWIJK],BRANDPUNTLAAN ZUID,14,2665NZ,BLEISWIJK,NL,2665NZ14M,23:30:00,00:00:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,23:30:00,00:45:00,00:30:00,00:00:00,48.0,9.0,28.55,251.0,6.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1068,242610,,C7723389286,s-Gravenhage-Loire (OVP),LOIRE,1,2491AN,'S-GRAVENHAGE,NL,GV-L-OVP,18:15:00,18:45:00,TransportBV,71.0,DEPOT DEN HOORN,DEPOT WADDINXVEEN,18:15:00,19:00:00,18:45:00,19:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1069,8998,,C7767970351,BOUW LOGISTICS (iz E-LUSCIOUS),BADWEG,48,8401BL,GORREDIJK,NL,8401BL48B,16:15:00,16:45:00,TransportBV,75.0,DEPOT LEEUWARDEN,DEPOT LEEUWARDEN,16:15:00,17:45:00,16:30:00,17:15:00,48.0,48.0,37.81,1770.0,45.0,{'PEU'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1070,27056,1015,C7779842893,NBD,HUYGENSSTRAAT,1,2721LT,ZOETERMEER,NL,2721LT1N,16:00:00,16:30:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,16:00:00,21:00:00,16:15:00,16:30:00,2.0,0.48,30.0,14.0,0.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1071,808021,,C8235771719,Zwolle-SCB-Buba,ANTHONY FOKKERSTRAAT,2,8013NS,ZWOLLE,NL,ZL-SCB-BUBA,16:45:00,17:15:00,TransportBV,71.0,DEPOT ZWOLLE,DEPOT ZWOLLE,16:45:00,18:15:00,17:00:00,17:15:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1072,677334,,C8616572399,Ede-Morsestraat (OVP),MORSESTRAAT,26,6716AH,EDE GLD,NL,ED-MO,19:45:00,20:15:00,TransportBV,71.0,DEPOT APELDOORN,DEPOT UTRECHT,19:45:00,21:00:00,20:30:00,20:45:00,48.0,47.14,27.0,1241.0,31.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1073,343411,,C8659196488,Nieuwegein-SCB-Buba,GROTE WADE,80,3439NT,NIEUWEGEIN,NL,NWG-SCB-BUBA,18:30:00,19:00:00,TransportBV,71.0,DEPOT NIEUWEGEIN,DEPOT UTRECHT,18:30:00,19:30:00,19:00:00,19:15:00,48.0,46.29,27.0,1219.0,31.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1074,RTL 131303,348,C8647253741,Almere-Argonwg,ARGONWEG,12,1362AA,ALMERE,NL,ALR-ARG,18:30:00,19:00:00,TransportBV,61.0,DEPOT ALMERE,DEPOT ALMERE,18:30:00,20:00:00,19:45:00,19:15:00,20.0,18.0,27.0,474.0,12.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1075,1144 V,,C8595317210,VCK LOGISTICS SUPPLY CHAIN SOLUTIONS iz T-Mobile,WALRAVENLAAN,11,1119ME,SCHIPHOL-RIJK,NL,1119ME11V,21:30:00,22:00:00,TransportBV,75.0,DEPOT HALFWEG,DEPOT AMSTERDAM ZUIDOOST,21:30:00,23:00:00,22:45:00,22:15:00,21.0,6.0,2.11,12.0,0.0,{'PWG'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1076,687311,,C8676574233,Arnhem-Johan de Wittlaan,JOHAN DE WITTLAAN,350,6828XA,ARNHEM,NL,AH-JW,18:30:00,19:00:00,TransportBV,71.0,DEPOT APELDOORN,DEPOT ELST,18:30:00,19:45:00,19:15:00,19:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1077,RTL 575602,611,C8546276999,BUPO BAKEL (JUMBO),AUERSCHOOTSEWEG,17,5761EG,BAKEL,NL,5761EG17S,17:30:00,18:00:00,TransportBV,61.0,DEPOT SON,DEPOT DEN BOSCH,17:30:00,18:45:00,19:15:00,18:45:00,17.14,1.71,27.0,45.0,1.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1078,RTL 646102,,C8534570845,Brunssum-Molenvaart,MOLENVAART,3,6442PK,BRUNSSUM,NL,BRU-MV,20:30:00,21:00:00,TransportBV,61.0,DEPOT BORN,DEPOT BORN,20:30:00,22:00:00,21:15:00,21:15:00,18.86,18.86,27.0,497.0,13.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1079,RTL 101001,455,C8527460111,Post & Office,KONINGIN WILHELMINAPLEIN,17,1062HJ,AMSTERDAM,NL,ASD-KWL,18:00:00,18:30:00,TransportBV,61.0,DEPOT AMSTERDAM ZUIDOOST,DEPOT AMSTERDAM ZUIDOOST,18:00:00,19:15:00,19:00:00,18:30:00,26.0,22.0,27.0,579.0,15.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1080,484831XL,,C8552959167,Breda-Slingerweg,SLINGERWEG,7,4814AZ,BREDA,NL,BD-SLN,18:45:00,19:30:00,TransportBV,71.0,DEPOT BREDA,DEPOT BREDA,18:45:00,19:45:00,19:45:00,19:30:00,48.0,46.29,27.0,1219.0,31.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1081,RTL 201103,,C8588641859,BUPO HAARLEM (SCOLAIR),BINGERWEG,2,2031AZ,HAARLEM,NL,2031AZ2B,16:00:00,18:00:00,TransportBV,61.0,DEPOT HALFWEG,DEPOT HALFWEG,16:00:00,19:00:00,16:30:00,18:00:00,48.0,9.0,27.0,237.0,6.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1082,473312,,C8584253891,Roosendaal-Borchwerf,BORCHWERF,40,4704RG,ROOSENDAAL,NL,RSD-BHF,18:45:00,19:15:00,TransportBV,71.0,DEPOT DORDRECHT,DEPOT DORDRECHT,18:45:00,20:30:00,19:15:00,19:45:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
1083,242114,,C8566646402,s-Gravenhage-Loire (OVP),LOIRE,1,2491AN,'S-GRAVENHAGE,NL,GV-L,19:30:00,20:00:00,TransportBV,71.0,DEPOT SASSENHEIM,DEPOT DEN HOORN,19:30:00,20:45:00,20:00:00,20:00:00,48.0,48.0,27.0,1264.0,32.0,{'RCB'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1084,3488,,C8751960755,POWER COMPONENTS,BERGWEG,165,3707AC,ZEIST,NL,3707AC165P,17:30:00,18:00:00,TransportBV,75.0,DEPOT NIEUWEGEIN,DEPOT UTRECHT,17:30:00,20:00:00,18:30:00,18:15:00,20.0,15.5,65.71,993.0,25.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,False
1085,2709,780,C8721109350,I.T.S. INTERNATIONAL TECHNICAL SERVICE,PASTEURSTRAAT,10,2811DX,REEUWIJK,NL,2811DX10I,17:00:00,18:00:00,TransportBV,75.0,DEPOT WADDINXVEEN,DEPOT WADDINXVEEN,17:00:00,21:00:00,20:45:00,18:00:00,7.0,2.0,27.74,54.0,1.0,{'RCP'},Maandag,{'2022-05-23'},29.4,32.0,24.4,14.2,True
